Plot Title: 10761234,,,,,,,,
#,"Date Time, GMT-04:00","Temp, ¡C (LGR S/N: 10761234, SEN S/N: 10761234)","Intensity, Lux (LGR S/N: 10761234, SEN S/N: 10761234)",Coupler Attached (LGR S/N: 10761234),Coupler Detached (LGR S/N: 10761234),Host Connected (LGR S/N: 10761234),Stopped (LGR S/N: 10761234),End Of File (LGR S/N: 10761234)
1043,10/18/15 2:00,0.232,0,,,,,
1044,10/18/15 2:30,0.01,0,,,,,
1045,10/18/15 3:00,0.01,0,,,,,
1046,10/18/15 3:30,0.121,0,,,,,
1047,10/18/15 4:00,0.232,0,,,,,
1048,10/18/15 4:30,0.343,0,,,,,
1049,10/18/15 5:00,0.343,0,,,,,
1050,10/18/15 5:30,0.232,0,,,,,
1051,10/18/15 6:00,0.121,0,,,,,
1052,10/18/15 6:30,0.01,0,,,,,
1053,10/18/15 7:00,-0.102,0,,,,,
1054,10/18/15 7:30,-0.102,0,,,,,
1055,10/18/15 8:00,-0.325,0,,,,,
1056,10/18/15 8:30,-0.437,21.5,,,,,
1057,10/18/15 9:00,-0.102,150.7,,,,,
1058,10/18/15 9:30,0.232,279.9,,,,,
1059,10/18/15 10:00,0.343,64.6,,,,,
1060,10/18/15 10:30,0.453,32.3,,,,,
1061,10/18/15 11:00,0.453,204.5,,,,,
1062,10/18/15 11:30,0.453,236.8,,,,,
1063,10/18/15 12:00,0.563,366,,,,,
1064,10/18/15 12:30,0.563,441.3,,,,,
1065,10/18/15 13:00,0.784,279.9,,,,,
1066,10/18/15 13:30,1.003,301.4,,,,,
1067,10/18/15 14:00,1.112,473.6,,,,,
1068,10/18/15 14:30,1.33,344.4,,,,,
1069,10/18/15 15:00,1.221,247.6,,,,,
1070,10/18/15 15:30,1.548,161.5,,,,,
1071,10/18/15 16:00,1.439,193.8,,,,,
1072,10/18/15 16:30,1.656,409,,,,,
1073,10/18/15 17:00,1.872,118.4,,,,,
1074,10/18/15 17:30,1.656,43.1,,,,,
1075,10/18/15 18:00,1.221,10.8,,,,,
1076,10/18/15 18:30,0.674,0,,,,,
1077,10/18/15 19:00,0.453,0,,,,,
1078,10/18/15 19:30,0.343,0,,,,,
1079,10/18/15 20:00,0.232,0,,,,,
1080,10/18/15 20:30,0.01,0,,,,,
1081,10/18/15 21:00,-0.102,0,,,,,
1082,10/18/15 21:30,0.121,0,,,,,
1083,10/18/15 22:00,-0.213,0,,,,,
1084,10/18/15 22:30,-0.213,0,,,,,
1085,10/18/15 23:00,0.121,0,,,,,
1086,10/18/15 23:30,0.01,0,,,,,
1087,10/19/15 0:00,0.121,0,,,,,
1088,10/19/15 0:30,0.121,0,,,,,
1089,10/19/15 1:00,0.01,0,,,,,
1090,10/19/15 1:30,0.01,0,,,,,
1091,10/19/15 2:00,0.121,0,,,,,
1092,10/19/15 2:30,0.121,0,,,,,
1093,10/19/15 3:00,0.121,0,,,,,
1094,10/19/15 3:30,0.121,0,,,,,
1095,10/19/15 4:00,-0.102,0,,,,,
1096,10/19/15 4:30,-0.549,0,,,,,
1097,10/19/15 5:00,-0.437,0,,,,,
1098,10/19/15 5:30,-0.887,0,,,,,
1099,10/19/15 6:00,-0.774,0,,,,,
1100,10/19/15 6:30,-1.114,0,,,,,
1101,10/19/15 7:00,-1.001,0,,,,,
1102,10/19/15 7:30,-1.456,0,,,,,
1103,10/19/15 8:00,-1.456,0,,,,,
1104,10/19/15 8:30,-1.114,10.8,,,,,
1105,10/19/15 9:00,-1.114,21.5,,,,,
1106,10/19/15 9:30,-0.887,53.8,,,,,
1107,10/19/15 10:00,-0.549,75.3,,,,,
1108,10/19/15 10:30,-0.213,96.9,,,,,
1109,10/19/15 11:00,0.01,129.2,,,,,
1110,10/19/15 11:30,0.232,161.5,,,,,
1111,10/19/15 12:00,0.343,204.5,,,,,
1112,10/19/15 12:30,0.563,258.3,,,,,
1113,10/19/15 13:00,1.112,290.6,,,,,
1114,10/19/15 13:30,1.548,279.9,,,,,
1115,10/19/15 14:00,2.088,279.9,,,,,
1116,10/19/15 14:30,2.624,290.6,,,,,
1117,10/19/15 15:00,3.049,258.3,,,,,
1118,10/19/15 15:30,3.155,204.5,,,,,
1119,10/19/15 16:00,3.472,139.9,,,,,
1120,10/19/15 16:30,3.367,75.3,,,,,
1121,10/19/15 17:00,3.472,10.8,,,,,
1122,10/19/15 17:30,3.683,43.1,,,,,
1123,10/19/15 18:00,3.788,10.8,,,,,
1124,10/19/15 18:30,3.788,0,,,,,
1125,10/19/15 19:00,3.683,0,,,,,
1126,10/19/15 19:30,3.578,0,,,,,
1127,10/19/15 20:00,3.683,0,,,,,
1128,10/19/15 20:30,3.788,0,,,,,
1129,10/19/15 21:00,3.893,0,,,,,
1130,10/19/15 21:30,4.207,0,,,,,
1131,10/19/15 22:00,4.311,0,,,,,
1132,10/19/15 22:30,4.519,0,,,,,
1133,10/19/15 23:00,4.623,0,,,,,
1134,10/19/15 23:30,4.727,0,,,,,
1135,10/20/15 0:00,4.831,0,,,,,
1136,10/20/15 0:30,4.934,0,,,,,
1137,10/20/15 1:00,4.831,0,,,,,
1138,10/20/15 1:30,4.727,0,,,,,
1139,10/20/15 2:00,4.519,0,,,,,
1140,10/20/15 2:30,4.415,0,,,,,
1141,10/20/15 3:00,4.311,0,,,,,
1142,10/20/15 3:30,4.207,0,,,,,
1143,10/20/15 4:00,4.311,0,,,,,
1144,10/20/15 4:30,4.311,0,,,,,
1145,10/20/15 5:00,4.311,0,,,,,
1146,10/20/15 5:30,4.415,0,,,,,
1147,10/20/15 6:00,4.519,0,,,,,
1148,10/20/15 6:30,4.623,0,,,,,
1149,10/20/15 7:00,4.623,0,,,,,
1150,10/20/15 7:30,4.727,0,,,,,
1151,10/20/15 8:00,4.727,21.5,,,,,
1152,10/20/15 8:30,4.934,43.1,,,,,
1153,10/20/15 9:00,5.244,64.6,,,,,
1154,10/20/15 9:30,5.552,75.3,,,,,
1155,10/20/15 10:00,5.962,86.1,,,,,
1156,10/20/15 10:30,6.573,215.3,,,,,
1157,10/20/15 11:00,7.079,96.9,,,,,
1158,10/20/15 11:30,7.582,183,,,,,
1159,10/20/15 12:00,8.182,215.3,,,,,
1160,10/20/15 12:30,9.275,366,,,,,
1161,10/20/15 13:00,9.669,279.9,,,,,
1162,10/20/15 13:30,9.571,226,,,,,
1163,10/20/15 14:00,9.571,226,,,,,
1164,10/20/15 14:30,9.965,301.4,,,,,
1165,10/20/15 15:00,10.063,226,,,,,
1166,10/20/15 15:30,10.063,226,,,,,
1167,10/20/15 16:00,10.161,150.7,,,,,
1168,10/20/15 16:30,10.259,204.5,,,,,
1169,10/20/15 17:00,10.259,64.6,,,,,
1170,10/20/15 17:30,10.161,21.5,,,,,
1171,10/20/15 18:00,9.965,0,,,,,
1172,10/20/15 18:30,9.866,0,,,,,
1173,10/20/15 19:00,9.669,0,,,,,
1174,10/20/15 19:30,9.571,0,,,,,
1175,10/20/15 20:00,9.669,0,,,,,
1176,10/20/15 20:30,9.669,0,,,,,
1177,10/20/15 21:00,9.669,0,,,,,
1178,10/20/15 21:30,9.373,0,,,,,
1179,10/20/15 22:00,9.373,0,,,,,
1180,10/20/15 22:30,9.472,0,,,,,
1181,10/20/15 23:00,9.373,0,,,,,
1182,10/20/15 23:30,9.275,0,,,,,
1183,10/21/15 0:00,9.373,0,,,,,
1184,10/21/15 0:30,9.373,0,,,,,
1185,10/21/15 1:00,9.373,0,,,,,
1186,10/21/15 1:30,9.275,0,,,,,
1187,10/21/15 2:00,9.275,0,,,,,
1188,10/21/15 2:30,9.275,0,,,,,
1189,10/21/15 3:00,9.275,0,,,,,
1190,10/21/15 3:30,9.176,0,,,,,
1191,10/21/15 4:00,9.077,0,,,,,
1192,10/21/15 4:30,8.978,0,,,,,
1193,10/21/15 5:00,8.978,0,,,,,
1194,10/21/15 5:30,8.879,0,,,,,
1195,10/21/15 6:00,8.879,0,,,,,
1196,10/21/15 6:30,8.879,0,,,,,
1197,10/21/15 7:00,8.879,0,,,,,
1198,10/21/15 7:30,8.879,0,,,,,
1199,10/21/15 8:00,8.879,0,,,,,
1200,10/21/15 8:30,8.879,10.8,,,,,
1201,10/21/15 9:00,9.077,43.1,,,,,
1202,10/21/15 9:30,9.275,75.3,,,,,
1203,10/21/15 10:00,9.768,150.7,,,,,
1204,10/21/15 10:30,10.063,107.6,,,,,
1205,10/21/15 11:00,10.357,129.2,,,,,
1206,10/21/15 11:30,10.553,96.9,,,,,
1207,10/21/15 12:00,10.553,96.9,,,,,
1208,10/21/15 12:30,11.041,193.8,,,,,
1209,10/21/15 13:00,11.528,193.8,,,,,
1210,10/21/15 13:30,11.722,215.3,,,,,
1211,10/21/15 14:00,11.916,172.2,,,,,
1212,10/21/15 14:30,12.013,193.8,,,,,
1213,10/21/15 15:00,12.11,150.7,,,,,
1214,10/21/15 15:30,12.304,150.7,,,,,
1215,10/21/15 16:00,12.013,86.1,,,,,
1216,10/21/15 16:30,11.916,53.8,,,,,
1217,10/21/15 17:00,11.819,32.3,,,,,
1218,10/21/15 17:30,11.722,10.8,,,,,
1219,10/21/15 18:00,11.528,0,,,,,
1220,10/21/15 18:30,11.236,0,,,,,
1221,10/21/15 19:00,11.139,0,,,,,
1222,10/21/15 19:30,11.041,0,,,,,
1223,10/21/15 20:00,10.846,0,,,,,
1224,10/21/15 20:30,10.651,0,,,,,
1225,10/21/15 21:00,10.357,0,,,,,
1226,10/21/15 21:30,10.063,0,,,,,
1227,10/21/15 22:00,9.768,0,,,,,
1228,10/21/15 22:30,9.571,0,,,,,
1229,10/21/15 23:00,9.373,0,,,,,
1230,10/21/15 23:30,9.373,0,,,,,
1231,10/22/15 0:00,9.472,0,,,,,
1232,10/22/15 0:30,9.373,0,,,,,
1233,10/22/15 1:00,9.373,0,,,,,
1234,10/22/15 1:30,9.275,0,,,,,
1235,10/22/15 2:00,9.373,0,,,,,
1236,10/22/15 2:30,9.472,0,,,,,
1237,10/22/15 3:00,9.669,0,,,,,
1238,10/22/15 3:30,9.768,0,,,,,
1239,10/22/15 4:00,9.866,0,,,,,
1240,10/22/15 4:30,9.866,0,,,,,
1241,10/22/15 5:00,9.866,0,,,,,
1242,10/22/15 5:30,9.866,0,,,,,
1243,10/22/15 6:00,9.768,0,,,,,
1244,10/22/15 6:30,9.768,0,,,,,
1245,10/22/15 7:00,9.768,0,,,,,
1246,10/22/15 7:30,9.768,0,,,,,
1247,10/22/15 8:00,9.768,10.8,,,,,
1248,10/22/15 8:30,9.866,43.1,,,,,
1249,10/22/15 9:00,10.063,53.8,,,,,
1250,10/22/15 9:30,10.259,96.9,,,,,
1251,10/22/15 10:00,10.748,75.3,,,,,
1252,10/22/15 10:30,11.041,139.9,,,,,
1253,10/22/15 11:00,11.431,139.9,,,,,
1254,10/22/15 11:30,11.819,107.6,,,,,
1255,10/22/15 12:00,12.11,107.6,,,,,
1256,10/22/15 12:30,12.11,64.6,,,,,
1257,10/22/15 13:00,12.304,118.4,,,,,
1258,10/22/15 13:30,12.594,107.6,,,,,
1259,10/22/15 14:00,12.497,53.8,,,,,
1260,10/22/15 14:30,12.401,64.6,,,,,
1261,10/22/15 15:00,12.594,96.9,,,,,
1262,10/22/15 15:30,12.69,43.1,,,,,
1263,10/22/15 16:00,12.69,86.1,,,,,
1264,10/22/15 16:30,12.69,75.3,,,,,
1265,10/22/15 17:00,12.401,75.3,,,,,
1266,10/22/15 17:30,12.304,21.5,,,,,
1267,10/22/15 18:00,11.916,0,,,,,
1268,10/22/15 18:30,11.528,0,,,,,
1269,10/22/15 19:00,10.944,0,,,,,
1270,10/22/15 19:30,10.553,0,,,,,
1271,10/22/15 20:00,10.357,0,,,,,
1272,10/22/15 20:30,10.357,0,,,,,
1273,10/22/15 21:00,9.965,0,,,,,
1274,10/22/15 21:30,9.669,0,,,,,
1275,10/22/15 22:00,8.978,0,,,,,
1276,10/22/15 22:30,8.481,0,,,,,
1277,10/22/15 23:00,8.382,0,,,,,
1278,10/22/15 23:30,8.779,0,,,,,
1279,10/23/15 0:00,8.879,0,,,,,
1280,10/23/15 0:30,8.581,0,,,,,
1281,10/23/15 1:00,8.481,0,,,,,
1282,10/23/15 1:30,8.481,0,,,,,
1283,10/23/15 2:00,8.481,0,,,,,
1284,10/23/15 2:30,8.282,0,,,,,
1285,10/23/15 3:00,7.983,0,,,,,
1286,10/23/15 3:30,7.882,0,,,,,
1287,10/23/15 4:00,7.481,0,,,,,
1288,10/23/15 4:30,7.28,0,,,,,
1289,10/23/15 5:00,6.877,0,,,,,
1290,10/23/15 5:30,6.166,0,,,,,
1291,10/23/15 6:00,5.757,0,,,,,
1292,10/23/15 6:30,4.831,0,,,,,
1293,10/23/15 7:00,4.519,0,,,,,
1294,10/23/15 7:30,3.893,0,,,,,
1295,10/23/15 8:00,3.683,0,,,,,
1296,10/23/15 8:30,4.311,10.8,,,,,
1297,10/23/15 9:00,4.207,32.3,,,,,
1298,10/23/15 9:30,4.727,75.3,,,,,
1299,10/23/15 10:00,4.727,96.9,,,,,
1300,10/23/15 10:30,5.141,150.7,,,,,
1301,10/23/15 11:00,5.45,96.9,,,,,
1302,10/23/15 11:30,5.244,129.2,,,,,
1303,10/23/15 12:00,5.037,150.7,,,,,
1304,10/23/15 12:30,5.037,150.7,,,,,
1305,10/23/15 13:00,5.45,161.5,,,,,
1306,10/23/15 13:30,5.86,172.2,,,,,
1307,10/23/15 14:00,5.962,161.5,,,,,
1308,10/23/15 14:30,6.166,161.5,,,,,
1309,10/23/15 15:00,6.573,150.7,,,,,
1310,10/23/15 15:30,6.37,118.4,,,,,
1311,10/23/15 16:00,6.471,86.1,,,,,
1312,10/23/15 16:30,6.37,32.3,,,,,
1313,10/23/15 17:00,6.166,10.8,,,,,
1314,10/23/15 17:30,6.064,0,,,,,
1315,10/23/15 18:00,5.757,0,,,,,
1316,10/23/15 18:30,5.141,0,,,,,
1317,10/23/15 19:00,4.623,0,,,,,
1318,10/23/15 19:30,4.102,0,,,,,
1319,10/23/15 20:00,3.683,0,,,,,
1320,10/23/15 20:30,3.261,0,,,,,
1321,10/23/15 21:00,3.049,0,,,,,
1322,10/23/15 21:30,2.303,0,,,,,
1323,10/23/15 22:00,1.98,0,,,,,
1324,10/23/15 22:30,1.764,0,,,,,
1325,10/23/15 23:00,1.764,0,,,,,
1326,10/23/15 23:30,1.872,0,,,,,
1327,10/24/15 0:00,1.439,0,,,,,
1328,10/24/15 0:30,1.221,0,,,,,
1329,10/24/15 1:00,1.548,0,,,,,
1330,10/24/15 1:30,1.439,0,,,,,
1331,10/24/15 2:00,1.548,0,,,,,
1332,10/24/15 2:30,1.656,0,,,,,
1333,10/24/15 3:00,1.98,0,,,,,
1334,10/24/15 3:30,2.088,0,,,,,
1335,10/24/15 4:00,2.41,0,,,,,
1336,10/24/15 4:30,2.73,0,,,,,
1337,10/24/15 5:00,2.943,0,,,,,
1338,10/24/15 5:30,2.837,0,,,,,
1339,10/24/15 6:00,2.837,0,,,,,
1340,10/24/15 6:30,2.837,0,,,,,
1341,10/24/15 7:00,2.73,0,,,,,
1342,10/24/15 7:30,2.73,0,,,,,
1343,10/24/15 8:00,2.624,0,,,,,
1344,10/24/15 8:30,2.73,10.8,,,,,
1345,10/24/15 9:00,2.943,43.1,,,,,
1346,10/24/15 9:30,2.943,75.3,,,,,
1347,10/24/15 10:00,3.155,96.9,,,,,
1348,10/24/15 10:30,3.261,96.9,,,,,
1349,10/24/15 11:00,3.472,107.6,,,,,
1350,10/24/15 11:30,3.683,107.6,,,,,
1351,10/24/15 12:00,3.893,86.1,,,,,
1352,10/24/15 12:30,3.998,64.6,,,,,
1353,10/24/15 13:00,4.311,129.2,,,,,
1354,10/24/15 13:30,4.519,193.8,,,,,
1355,10/24/15 14:00,4.727,150.7,,,,,
1356,10/24/15 14:30,4.831,53.8,,,,,
1357,10/24/15 15:00,5.141,43.1,,,,,
1358,10/24/15 15:30,5.037,21.5,,,,,
1359,10/24/15 16:00,5.141,32.3,,,,,
1360,10/24/15 16:30,5.141,10.8,,,,,
1361,10/24/15 17:00,5.347,10.8,,,,,
1362,10/24/15 17:30,5.45,0,,,,,
1363,10/24/15 18:00,5.552,0,,,,,
1364,10/24/15 18:30,5.655,0,,,,,
1365,10/24/15 19:00,5.86,0,,,,,
1366,10/24/15 19:30,5.962,0,,,,,
1367,10/24/15 20:00,6.064,0,,,,,
1368,10/24/15 20:30,6.166,0,,,,,
1369,10/24/15 21:00,6.166,0,,,,,
1370,10/24/15 21:30,6.268,0,,,,,
1371,10/24/15 22:00,6.471,0,,,,,
1372,10/24/15 22:30,6.573,0,,,,,
1373,10/24/15 23:00,6.674,0,,,,,
1374,10/24/15 23:30,6.775,0,,,,,
1375,10/25/15 0:00,6.877,0,,,,,
1376,10/25/15 0:30,6.978,0,,,,,
1377,10/25/15 1:00,6.978,0,,,,,
1378,10/25/15 1:30,7.079,0,,,,,
1379,10/25/15 2:00,7.179,0,,,,,
1380,10/25/15 2:30,7.179,0,,,,,
1381,10/25/15 3:00,7.28,0,,,,,
1382,10/25/15 3:30,7.381,0,,,,,
1383,10/25/15 4:00,7.481,0,,,,,
1384,10/25/15 4:30,7.481,0,,,,,
1385,10/25/15 5:00,7.582,0,,,,,
1386,10/25/15 5:30,7.682,0,,,,,
1387,10/25/15 6:00,7.782,0,,,,,
1388,10/25/15 6:30,7.882,0,,,,,
1389,10/25/15 7:00,7.983,0,,,,,
1390,10/25/15 7:30,8.082,0,,,,,
1391,10/25/15 8:00,8.082,0,,,,,
1392,10/25/15 8:30,8.382,0,,,,,
1393,10/25/15 9:00,8.382,0,,,,,
1394,10/25/15 9:30,8.581,0,,,,,
1395,10/25/15 10:00,8.68,21.5,,,,,
1396,10/25/15 10:30,8.68,21.5,,,,,
1397,10/25/15 11:00,8.68,21.5,,,,,
1398,10/25/15 11:30,8.68,75.3,,,,,
1399,10/25/15 12:00,8.879,96.9,,,,,
1400,10/25/15 12:30,8.68,64.6,,,,,
1401,10/25/15 13:00,9.077,699.7,,,,,
1402,10/25/15 13:30,9.571,0,,,,,
1403,10/25/15 14:00,9.176,0,,,,,
1404,10/25/15 14:30,10.259,0,,,,,
1405,10/25/15 15:00,11.236,0,,,,,
1406,10/25/15 15:30,12.013,0,,,,,
1407,10/25/15 16:00,15.091,32.3,,,,,
1408,10/25/15 16:30,20.234,10.8,,,,,
1409,10/25/15 17:00,21.187,0,,,,,
1410,10/25/15 17:30,21.378,10.8,,,,,
1411,10/25/15 18:00,21.473,0,,,,,
1412,10/25/15 18:30,21.473,0,,,,,
1413,10/25/15 19:00,21.569,0,,,,,
1414,10/25/15 19:30,21.569,0,,,,,
1415,10/25/15 20:00,21.569,0,,,,,
1416,10/25/15 20:30,21.473,0,,,,,
1417,10/25/15 21:00,21.473,0,,,,,
1418,10/25/15 21:30,21.473,0,,,,,
1419,10/25/15 22:00,21.473,0,,,,,
1420,10/25/15 22:30,21.473,0,,,,,
1421,10/25/15 23:00,21.378,0,,,,,
1422,10/25/15 23:30,21.378,0,,,,,
1423,10/26/15 0:00,21.378,0,,,,,
1424,10/26/15 0:30,21.282,0,,,,,
1425,10/26/15 1:00,21.282,0,,,,,
1426,10/26/15 1:30,21.282,0,,,,,
1427,10/26/15 2:00,21.282,0,,,,,
1428,10/26/15 2:30,21.282,0,,,,,
1429,10/26/15 3:00,21.282,0,,,,,
1430,10/26/15 3:30,21.282,0,,,,,
1431,10/26/15 4:00,21.187,0,,,,,
1432,10/26/15 4:30,21.187,0,,,,,
1433,10/26/15 5:00,21.187,0,,,,,
1434,10/26/15 5:30,21.091,0,,,,,
1435,10/26/15 6:00,21.091,0,,,,,
1436,10/26/15 6:30,21.091,0,,,,,
1437,10/26/15 7:00,20.996,0,,,,,
1438,10/26/15 7:30,20.996,0,,,,,
1439,10/26/15 8:00,20.996,0,,,,,
1440,10/26/15 8:30,21.091,32.3,,,,,
1441,10/26/15 9:00,21.282,21.5,,,,,
1442,10/26/15 9:30,21.187,32.3,,,,,
1443,10/26/15 10:00,21.187,32.3,,,,,
1444,10/26/15 10:30,21.187,53.8,,,,,
1445,10/26/15 11:00,21.664,64.6,,,,,
1446,10/26/15 11:30,22.046,64.6,,,,,
1447,10/26/15 12:00,22.238,64.6,,,,,
1448,10/26/15 12:30,22.142,43.1,,,,,
1449,10/26/15 13:00,21.951,43.1,,,,,
1450,10/26/15 13:30,21.76,43.1,,,,,
1451,10/26/15 14:00,22.142,64.6,,,,,
1452,10/26/15 14:30,22.621,21.5,,,,,
1453,10/26/15 15:00,22.525,21.5,,,,,
1454,10/26/15 15:30,22.621,21.5,,,,,
1455,10/26/15 16:00,22.812,21.5,,,,,
1456,10/26/15 16:30,22.525,0,,,,,
1457,10/26/15 17:00,22.238,10.8,,,,,
1458,10/26/15 17:30,22.046,0,,,,,
1459,10/26/15 18:00,21.951,0,,,,,
1460,10/26/15 18:30,21.76,0,,,,,
1461,10/26/15 19:00,21.664,0,,,,,
1462,10/26/15 19:30,21.664,0,,,,,
1463,10/26/15 20:00,21.569,0,,,,,
1464,10/26/15 20:30,21.473,0,,,,,
1465,10/26/15 21:00,21.378,0,,,,,
1466,10/26/15 21:30,21.378,0,,,,,
1467,10/26/15 22:00,21.282,0,,,,,
1468,10/26/15 22:30,21.187,0,,,,,
1469,10/26/15 23:00,21.187,0,,,,,
1470,10/26/15 23:30,21.091,0,,,,,
1471,10/27/15 0:00,21.091,0,,,,,
1472,10/27/15 0:30,21.091,0,,,,,
1473,10/27/15 1:00,21.091,0,,,,,
1474,10/27/15 1:30,21.091,0,,,,,
1475,10/27/15 2:00,20.996,0,,,,,
1476,10/27/15 2:30,20.996,0,,,,,
1477,10/27/15 3:00,20.996,0,,,,,
1478,10/27/15 3:30,20.996,0,,,,,
1479,10/27/15 4:00,20.901,0,,,,,
1480,10/27/15 4:30,20.901,0,,,,,
1481,10/27/15 5:00,20.901,0,,,,,
1482,10/27/15 5:30,20.805,0,,,,,
1483,10/27/15 6:00,20.805,0,,,,,
1484,10/27/15 6:30,20.805,0,,,,,
1485,10/27/15 7:00,20.805,0,,,,,
1486,10/27/15 7:30,20.805,0,,,,,
1487,10/27/15 8:00,20.71,0,,,,,
1488,10/27/15 8:30,20.71,0,,,,,
1489,10/27/15 9:00,20.805,10.8,,,,,
1490,10/27/15 9:30,20.901,10.8,,,,,
1491,10/27/15 10:00,21.091,10.8,,,,,
1492,10/27/15 10:30,21.378,10.8,,,,,
1493,10/27/15 11:00,21.473,10.8,,,,,
1494,10/27/15 11:30,21.664,10.8,,,,,
1495,10/27/15 12:00,21.569,10.8,,,,,
1496,10/27/15 12:30,21.473,10.8,,,,,
1497,10/27/15 13:00,21.378,10.8,,,,,
1498,10/27/15 13:30,21.378,10.8,,,,,
1499,10/27/15 14:00,21.378,10.8,,,,,
1500,10/27/15 14:30,21.473,10.8,,,,,
1501,10/27/15 15:00,21.76,10.8,,,,,
1502,10/27/15 15:30,21.951,10.8,,,,,
1503,10/27/15 16:00,21.76,10.8,,,,,
1504,10/27/15 16:30,21.664,10.8,,,,,
1505,10/27/15 17:00,21.664,0,,,,,
1506,10/27/15 17:30,21.569,0,,,,,
1507,10/27/15 18:00,21.473,0,,,,,
1508,10/27/15 18:30,21.473,0,,,,,
1509,10/27/15 19:00,21.378,0,,,,,
1510,10/27/15 19:30,21.378,0,,,,,
1511,10/27/15 20:00,21.378,0,,,,,
1512,10/27/15 20:30,21.378,0,,,,,
1513,10/27/15 21:00,21.378,0,,,,,
1514,10/27/15 21:30,21.378,0,,,,,
1515,10/27/15 22:00,21.378,0,,,,,
1516,10/27/15 22:30,21.378,0,,,,,
1517,10/27/15 23:00,21.378,0,,,,,
1518,10/27/15 23:30,21.378,0,,,,,
1519,10/28/15 0:00,21.378,0,,,,,
1520,10/28/15 0:30,21.378,0,,,,,
1521,10/28/15 1:00,21.378,0,,,,,
1522,10/28/15 1:30,21.378,0,,,,,
1523,10/28/15 2:00,21.378,0,,,,,
1524,10/28/15 2:30,21.378,0,,,,,
1525,10/28/15 3:00,21.378,0,,,,,
1526,10/28/15 3:30,21.378,0,,,,,
1527,10/28/15 4:00,21.378,0,,,,,
1528,10/28/15 4:30,21.378,0,,,,,
1529,10/28/15 5:00,21.378,0,,,,,
1530,10/28/15 5:30,21.378,0,,,,,
1531,10/28/15 6:00,21.378,0,,,,,
1532,10/28/15 6:30,21.378,0,,,,,
1533,10/28/15 7:00,21.378,0,,,,,
1534,10/28/15 7:30,21.378,0,,,,,
1535,10/28/15 8:00,21.378,0,,,,,
1536,10/28/15 8:30,21.378,0,,,,,
1537,10/28/15 9:00,21.378,0,,,,,
1538,10/28/15 9:30,21.473,0,,,,,
1539,10/28/15 10:00,21.473,0,,,,,
1540,10/28/15 10:30,21.569,10.8,,,,,
1541,10/28/15 11:00,21.951,10.8,,,,,
1542,10/28/15 11:30,22.525,10.8,,,,,
1543,10/28/15 12:00,22.525,10.8,,,,,
1544,10/28/15 12:30,22.333,21.5,,,,,
1545,10/28/15 13:00,22.238,21.5,,,,,
1546,10/28/15 13:30,22.142,21.5,,,,,
1547,10/28/15 14:00,22.142,10.8,,,,,
1548,10/28/15 14:30,22.142,10.8,,,,,
1549,10/28/15 15:00,22.525,10.8,,,,,
1550,10/28/15 15:30,22.717,10.8,,,,,
1551,10/28/15 16:00,23.004,10.8,,,,,
1552,10/28/15 16:30,23.1,0,,,,,
1553,10/28/15 17:00,22.717,10.8,,,,,
1554,10/28/15 17:30,22.621,0,,,,,
1555,10/28/15 18:00,22.429,0,,,,,
1556,10/28/15 18:30,22.429,0,,,,,
1557,10/28/15 19:00,22.333,0,,,,,
1558,10/28/15 19:30,22.333,0,,,,,
1559,10/28/15 20:00,22.238,0,,,,,
1560,10/28/15 20:30,22.238,0,,,,,
1561,10/28/15 21:00,22.333,0,,,,,
1562,10/28/15 21:30,22.333,0,,,,,
1563,10/28/15 22:00,22.333,0,,,,,
1564,10/28/15 22:30,22.333,0,,,,,
1565,10/28/15 23:00,22.333,0,,,,,
1566,10/28/15 23:30,22.333,0,,,,,
1567,10/29/15 0:00,22.333,0,,,,,
1568,10/29/15 0:30,22.333,0,,,,,
1569,10/29/15 1:00,22.333,0,,,,,
1570,10/29/15 1:30,22.333,0,,,,,
1571,10/29/15 2:00,22.333,0,,,,,
1572,10/29/15 2:30,22.429,0,,,,,
1573,10/29/15 3:00,22.429,0,,,,,
1574,10/29/15 3:30,22.429,0,,,,,
1575,10/29/15 4:00,22.429,0,,,,,
1576,10/29/15 4:30,22.429,0,,,,,
1577,10/29/15 5:00,22.429,0,,,,,
1578,10/29/15 5:30,22.333,0,,,,,
1579,10/29/15 6:00,22.333,0,,,,,
1580,10/29/15 6:30,22.333,0,,,,,
1581,10/29/15 7:00,22.333,0,,,,,
1582,10/29/15 7:30,22.333,0,,,,,
1583,10/29/15 8:00,22.333,0,,,,,
1584,10/29/15 8:30,22.238,0,,,,,
1585,10/29/15 9:00,22.333,10.8,,,,,
1586,10/29/15 9:30,22.812,10.8,,,,,
1587,10/29/15 10:00,23.1,10.8,,,,,
1588,10/29/15 10:30,23.292,10.8,,,,,
1589,10/29/15 11:00,23.292,10.8,,,,,
1590,10/29/15 11:30,23.292,10.8,,,,,
1591,10/29/15 12:00,23.292,10.8,,,,,
1592,10/29/15 12:30,23.196,10.8,,,,,
1593,10/29/15 13:00,23.004,10.8,,,,,
1594,10/29/15 13:30,22.908,10.8,,,,,
1595,10/29/15 14:00,22.908,0,,,,,
1596,10/29/15 14:30,22.717,0,,,,,
1597,10/29/15 15:00,22.525,0,,,,,
1598,10/29/15 15:30,22.429,10.8,,,,,
1599,10/29/15 16:00,22.525,0,,,,,
1600,10/29/15 16:30,22.717,0,,,,,
