datetime,scale,temperature
8/23/2012 0:03,C,22.5
8/23/2012 1:03,C,22.0
8/23/2012 2:03,C,22.0
8/23/2012 3:03,C,21.5
8/23/2012 4:03,C,21.0
8/23/2012 5:03,C,21.0
8/23/2012 6:03,C,20.5
8/23/2012 7:03,C,20.0
8/23/2012 8:03,C,20.0
8/23/2012 9:03,C,20.0
8/23/2012 10:03,C,20.0
8/23/2012 11:03,C,20.5
8/23/2012 12:03,C,20.5
8/23/2012 13:03,C,21.0
8/23/2012 14:03,C,21.5
8/23/2012 15:03,C,22.0
8/23/2012 16:03,C,22.5
8/23/2012 17:03,C,23.0
8/23/2012 18:03,C,23.5
8/23/2012 19:03,C,23.5
8/23/2012 20:03,C,24.0
8/23/2012 21:03,C,24.0
8/23/2012 22:03,C,24.0
8/23/2012 23:03,C,24.0
8/24/2012 0:03,C,24.0
8/24/2012 1:03,C,23.5
8/24/2012 2:03,C,23.5
8/24/2012 3:03,C,23.0
8/24/2012 4:03,C,23.0
8/24/2012 5:03,C,22.5
8/24/2012 6:03,C,22.0
8/24/2012 7:03,C,22.0
8/24/2012 8:03,C,21.5
8/24/2012 9:03,C,21.5
8/24/2012 10:03,C,21.5
8/24/2012 11:03,C,22.0
8/24/2012 12:03,C,22.0
8/24/2012 13:03,C,22.5
8/24/2012 14:03,C,23.0
8/24/2012 15:03,C,23.5
8/24/2012 16:03,C,24.0
8/24/2012 17:03,C,24.5
8/24/2012 18:03,C,25.0
8/24/2012 19:03,C,25.5
8/24/2012 20:03,C,25.5
8/24/2012 21:03,C,25.5
8/24/2012 22:03,C,25.5
8/24/2012 23:03,C,25.5
8/25/2012 0:03,C,25.0
8/25/2012 1:03,C,25.0
8/25/2012 2:03,C,24.5
8/25/2012 3:03,C,24.5
8/25/2012 4:03,C,24.0
8/25/2012 5:03,C,24.0
8/25/2012 6:03,C,23.5
8/25/2012 7:03,C,23.0
8/25/2012 8:03,C,23.0
8/25/2012 9:03,C,23.0
8/25/2012 10:03,C,23.0
8/25/2012 11:03,C,23.0
8/25/2012 12:03,C,23.5
8/25/2012 13:03,C,23.5
8/25/2012 14:03,C,24.0
8/25/2012 15:03,C,24.5
8/25/2012 16:03,C,25.0
8/25/2012 17:03,C,25.5
8/25/2012 18:03,C,26.0
8/25/2012 19:03,C,26.0
8/25/2012 20:03,C,26.5
8/25/2012 21:03,C,26.5
8/25/2012 22:03,C,26.0
8/25/2012 23:03,C,26.0
8/26/2012 0:03,C,26.0
8/26/2012 1:03,C,25.5
8/26/2012 2:03,C,25.5
8/26/2012 3:03,C,25.0
8/26/2012 4:03,C,25.0
8/26/2012 5:03,C,24.5
8/26/2012 6:03,C,24.0
8/26/2012 7:03,C,23.5
8/26/2012 8:03,C,23.0
8/26/2012 9:03,C,23.0
8/26/2012 10:03,C,23.5
8/26/2012 11:03,C,23.5
8/26/2012 12:03,C,23.5
8/26/2012 13:03,C,24.0
8/26/2012 14:03,C,24.0
8/26/2012 15:03,C,24.5
8/26/2012 16:03,C,25.0
8/26/2012 17:03,C,25.5
8/26/2012 18:03,C,26.0
8/26/2012 19:03,C,26.5
8/26/2012 20:03,C,26.5
8/26/2012 21:03,C,26.5
8/26/2012 22:03,C,26.5
8/26/2012 23:03,C,26.0
8/27/2012 0:03,C,25.5
8/27/2012 1:03,C,25.0
8/27/2012 2:03,C,25.0
8/27/2012 3:03,C,24.5
8/27/2012 4:03,C,24.5
8/27/2012 5:03,C,24.0
8/27/2012 6:03,C,24.0
8/27/2012 7:03,C,24.0
8/27/2012 8:03,C,24.0
8/27/2012 9:03,C,24.0
8/27/2012 10:03,C,23.5
8/27/2012 11:03,C,23.5
8/27/2012 12:03,C,23.5
8/27/2012 13:03,C,23.5
8/27/2012 14:03,C,24.0
8/27/2012 15:03,C,24.0
8/27/2012 16:03,C,24.5
8/27/2012 17:03,C,24.5
8/27/2012 18:03,C,25.0
8/27/2012 19:03,C,25.0
8/27/2012 20:03,C,25.0
8/27/2012 21:03,C,25.0
8/27/2012 22:03,C,25.0
8/27/2012 23:03,C,25.0
8/28/2012 0:03,C,25.0
8/28/2012 1:03,C,24.5
8/28/2012 2:03,C,24.5
8/28/2012 3:03,C,24.0
8/28/2012 4:03,C,23.5
8/28/2012 5:03,C,23.0
8/28/2012 6:03,C,23.0
8/28/2012 7:03,C,22.5
8/28/2012 8:03,C,22.0
8/28/2012 9:03,C,22.0
8/28/2012 10:03,C,22.0
8/28/2012 11:03,C,22.5
8/28/2012 12:03,C,23.0
8/28/2012 13:03,C,23.0
8/28/2012 14:03,C,23.5
8/28/2012 15:03,C,24.0
8/28/2012 16:03,C,24.5
8/28/2012 17:03,C,25.0
8/28/2012 18:03,C,25.0
8/28/2012 19:03,C,25.5
8/28/2012 20:03,C,25.5
8/28/2012 21:03,C,25.0
8/28/2012 22:03,C,25.0
8/28/2012 23:03,C,24.5
8/29/2012 0:03,C,24.0
8/29/2012 1:03,C,23.0
8/29/2012 2:03,C,22.5
8/29/2012 3:03,C,22.0
8/29/2012 4:03,C,21.5
8/29/2012 5:03,C,21.0
8/29/2012 6:03,C,20.5
8/29/2012 7:03,C,20.5
8/29/2012 8:03,C,20.0
8/29/2012 9:03,C,20.0
8/29/2012 10:03,C,20.5
8/29/2012 11:03,C,21.0
8/29/2012 12:03,C,21.5
8/29/2012 13:03,C,21.5
8/29/2012 14:03,C,22.0
8/29/2012 15:03,C,22.5
8/29/2012 16:03,C,23.0
8/29/2012 17:03,C,23.5
8/29/2012 18:03,C,24.0
8/29/2012 19:03,C,24.5
8/29/2012 20:03,C,24.5
8/29/2012 21:03,C,24.5
8/29/2012 22:03,C,24.0
8/29/2012 23:03,C,24.0
8/30/2012 0:03,C,23.5
8/30/2012 1:03,C,23.0
8/30/2012 2:03,C,22.5
8/30/2012 3:03,C,22.5
8/30/2012 4:03,C,21.5
8/30/2012 5:03,C,21.5
8/30/2012 6:03,C,21.0
8/30/2012 7:03,C,20.5
8/30/2012 8:03,C,20.5
8/30/2012 9:03,C,20.5
8/30/2012 10:03,C,21.0
8/30/2012 11:03,C,21.0
8/30/2012 12:03,C,21.5
8/30/2012 13:03,C,22.0
8/30/2012 14:03,C,22.0
8/30/2012 15:03,C,22.5
8/30/2012 16:03,C,23.0
8/30/2012 17:03,C,23.5
8/30/2012 18:03,C,24.0
8/30/2012 19:03,C,24.5
8/30/2012 20:03,C,24.5
8/30/2012 21:03,C,24.5
8/30/2012 22:03,C,24.0
8/30/2012 23:03,C,23.5
8/31/2012 0:03,C,23.5
8/31/2012 1:03,C,23.0
8/31/2012 2:03,C,22.5
8/31/2012 3:03,C,22.0
8/31/2012 4:03,C,21.5
8/31/2012 5:03,C,21.5
8/31/2012 6:03,C,21.0
8/31/2012 7:03,C,21.0
8/31/2012 8:03,C,20.5
8/31/2012 9:03,C,20.5
8/31/2012 10:03,C,21.0
8/31/2012 11:03,C,21.0
8/31/2012 12:03,C,21.5
8/31/2012 13:03,C,22.0
8/31/2012 14:03,C,22.0
8/31/2012 15:03,C,22.5
8/31/2012 16:03,C,23.5
8/31/2012 17:03,C,23.5
8/31/2012 18:03,C,24.0
8/31/2012 19:03,C,24.5
8/31/2012 20:03,C,25.0
8/31/2012 21:03,C,25.0
8/31/2012 22:03,C,25.0
8/31/2012 23:03,C,25.0
9/1/2012 0:03,C,24.5
9/1/2012 1:03,C,24.0
9/1/2012 2:03,C,23.5
9/1/2012 3:03,C,23.5
9/1/2012 4:03,C,23.0
9/1/2012 5:03,C,22.5
9/1/2012 6:03,C,22.0
9/1/2012 7:03,C,22.0
9/1/2012 8:03,C,21.5
9/1/2012 9:03,C,21.5
9/1/2012 10:03,C,22.0
9/1/2012 11:03,C,22.0
9/1/2012 12:03,C,22.5
9/1/2012 13:03,C,22.5
9/1/2012 14:03,C,23.0
9/1/2012 15:03,C,23.5
9/1/2012 16:03,C,24.0
9/1/2012 17:03,C,24.5
9/1/2012 18:03,C,24.5
9/1/2012 19:03,C,25.0
9/1/2012 20:03,C,25.0
9/1/2012 21:03,C,25.0
9/1/2012 22:03,C,25.0
9/1/2012 23:03,C,24.5
9/2/2012 0:03,C,24.5
9/2/2012 1:03,C,24.0
9/2/2012 2:03,C,24.0
9/2/2012 3:03,C,24.0
9/2/2012 4:03,C,23.5
9/2/2012 5:03,C,23.0
9/2/2012 6:03,C,23.0
9/2/2012 7:03,C,22.5
9/2/2012 8:03,C,22.5
9/2/2012 9:03,C,22.5
9/2/2012 10:03,C,22.5
9/2/2012 11:03,C,22.5
9/2/2012 12:03,C,23.0
9/2/2012 13:03,C,23.0
9/2/2012 14:03,C,23.5
9/2/2012 15:03,C,23.5
9/2/2012 16:03,C,24.0
9/2/2012 17:03,C,24.5
9/2/2012 18:03,C,25.0
9/2/2012 19:03,C,25.0
9/2/2012 20:03,C,25.0
9/2/2012 21:03,C,25.0
9/2/2012 22:03,C,24.5
9/2/2012 23:03,C,24.5
9/3/2012 0:03,C,24.0
9/3/2012 1:03,C,24.0
9/3/2012 2:03,C,23.5
9/3/2012 3:03,C,23.0
9/3/2012 4:03,C,22.5
9/3/2012 5:03,C,22.0
9/3/2012 6:03,C,22.0
9/3/2012 7:03,C,21.5
9/3/2012 8:03,C,21.0
9/3/2012 9:03,C,21.0
9/3/2012 10:03,C,21.5
9/3/2012 11:03,C,22.0
9/3/2012 12:03,C,22.0
9/3/2012 13:03,C,22.5
9/3/2012 14:03,C,23.0
9/3/2012 15:03,C,23.5
9/3/2012 16:03,C,24.0
9/3/2012 17:03,C,25.0
9/3/2012 18:03,C,25.5
9/3/2012 19:03,C,25.5
9/3/2012 20:03,C,26.0
9/3/2012 21:03,C,26.0
9/3/2012 22:03,C,26.0
9/3/2012 23:03,C,26.0
9/4/2012 0:03,C,26.0
9/4/2012 1:03,C,26.0
9/4/2012 2:03,C,25.5
9/4/2012 3:03,C,25.5
9/4/2012 4:03,C,25.0
9/4/2012 5:03,C,25.0
9/4/2012 6:03,C,25.0
9/4/2012 7:03,C,24.5
9/4/2012 8:03,C,24.5
9/4/2012 9:03,C,24.5
9/4/2012 10:03,C,24.5
9/4/2012 11:03,C,24.5
9/4/2012 12:03,C,24.0
9/4/2012 13:03,C,23.5
9/4/2012 14:03,C,23.5
9/4/2012 15:03,C,23.5
9/4/2012 16:03,C,24.0
9/4/2012 17:03,C,24.0
9/4/2012 18:03,C,24.0
9/4/2012 19:03,C,24.5
9/4/2012 20:03,C,24.5
9/4/2012 21:03,C,24.5
9/4/2012 22:03,C,24.5
9/4/2012 23:03,C,24.5
9/5/2012 0:03,C,24.5
9/5/2012 1:03,C,24.0
9/5/2012 2:03,C,24.0
9/5/2012 3:03,C,24.0
9/5/2012 4:03,C,23.5
9/5/2012 5:03,C,23.5
9/5/2012 6:03,C,23.0
9/5/2012 7:03,C,23.0
9/5/2012 8:03,C,22.5
9/5/2012 9:03,C,22.5
9/5/2012 10:03,C,23.0
9/5/2012 11:03,C,23.0
9/5/2012 12:03,C,23.0
9/5/2012 13:03,C,23.5
9/5/2012 14:03,C,24.0
9/5/2012 15:03,C,24.0
9/5/2012 16:03,C,24.5
9/5/2012 17:03,C,24.5
9/5/2012 18:03,C,24.5
9/5/2012 19:03,C,24.5
9/5/2012 20:03,C,24.5
9/5/2012 21:03,C,24.5
9/5/2012 22:03,C,24.5
9/5/2012 23:03,C,24.5
9/6/2012 0:03,C,24.0
9/6/2012 1:03,C,24.0
9/6/2012 2:03,C,23.5
9/6/2012 3:03,C,23.5
9/6/2012 4:03,C,23.0
9/6/2012 5:03,C,22.5
9/6/2012 6:03,C,22.5
9/6/2012 7:03,C,22.0
9/6/2012 8:03,C,22.0
9/6/2012 9:03,C,22.0
9/6/2012 10:03,C,22.0
9/6/2012 11:03,C,22.5
9/6/2012 12:03,C,22.5
9/6/2012 13:03,C,23.0
9/6/2012 14:03,C,27.5
9/6/2012 15:03,C,27.5
9/6/2012 16:03,C,29.0
9/6/2012 17:03,C,29.5
9/6/2012 18:03,C,29.5
9/6/2012 19:03,C,28.5
9/6/2012 20:03,C,28.0
9/6/2012 21:03,C,27.0
9/6/2012 22:03,C,26.5
9/6/2012 23:03,C,26.0
9/7/2012 0:03,C,25.5
9/7/2012 1:03,C,25.0
9/7/2012 2:03,C,24.5
9/7/2012 3:03,C,24.5
9/7/2012 4:03,C,24.0
9/7/2012 5:03,C,23.5
9/7/2012 6:03,C,23.0
9/7/2012 7:03,C,22.5
9/7/2012 8:03,C,22.5
9/7/2012 9:03,C,22.5
9/7/2012 10:03,C,22.5
9/7/2012 11:03,C,23.0
9/7/2012 12:03,C,24.0
9/7/2012 13:03,C,25.0
9/7/2012 14:03,C,25.5
9/7/2012 15:03,C,26.0
9/7/2012 16:03,C,26.5
9/7/2012 17:03,C,27.0
9/7/2012 18:03,C,27.0
9/7/2012 19:03,C,26.5
9/7/2012 20:03,C,25.5
9/7/2012 21:03,C,25.0
9/7/2012 22:03,C,24.5
9/7/2012 23:03,C,24.0
9/8/2012 0:03,C,23.0
9/8/2012 1:03,C,21.5
9/8/2012 2:03,C,22.0
9/8/2012 3:03,C,22.0
9/8/2012 4:03,C,21.0
9/8/2012 5:03,C,20.0
9/8/2012 6:03,C,19.0
9/8/2012 7:03,C,20.0
9/8/2012 8:03,C,19.5
9/8/2012 9:03,C,19.0
9/8/2012 10:03,C,19.5
9/8/2012 11:03,C,20.5
9/8/2012 12:03,C,22.0
9/8/2012 13:03,C,23.0
9/8/2012 14:03,C,24.0
9/8/2012 15:03,C,25.0
9/8/2012 16:03,C,25.0
9/8/2012 17:03,C,25.0
9/8/2012 18:03,C,24.5
9/8/2012 19:03,C,24.0
9/8/2012 20:03,C,23.0
9/8/2012 21:03,C,22.0
9/8/2012 22:03,C,22.0
9/8/2012 23:03,C,21.5
9/9/2012 0:03,C,21.0
9/9/2012 1:03,C,20.5
9/9/2012 2:03,C,20.0
9/9/2012 3:03,C,19.5
9/9/2012 4:03,C,19.5
9/9/2012 5:03,C,19.0
9/9/2012 6:03,C,18.5
9/9/2012 7:03,C,18.0
9/9/2012 8:03,C,18.0
9/9/2012 9:03,C,18.0
9/9/2012 10:03,C,18.5
9/9/2012 11:03,C,19.0
9/9/2012 12:03,C,20.0
9/9/2012 13:03,C,21.5
9/9/2012 14:03,C,22.5
9/9/2012 15:03,C,23.5
9/9/2012 16:03,C,24.0
9/9/2012 17:03,C,24.5
9/9/2012 18:03,C,24.0
9/9/2012 19:03,C,23.0
9/9/2012 20:03,C,22.5
9/9/2012 21:03,C,22.0
9/9/2012 22:03,C,21.0
9/9/2012 23:03,C,20.5
9/10/2012 0:03,C,20.0
9/10/2012 1:03,C,19.5
9/10/2012 2:03,C,19.0
9/10/2012 3:03,C,18.0
9/10/2012 4:03,C,17.5
9/10/2012 5:03,C,17.0
9/10/2012 6:03,C,16.5
9/10/2012 7:03,C,16.5
9/10/2012 8:03,C,16.0
9/10/2012 9:03,C,16.0
9/10/2012 10:03,C,16.5
9/10/2012 11:03,C,17.5
9/10/2012 12:03,C,19.0
9/10/2012 13:03,C,20.5
9/10/2012 14:03,C,21.5
9/10/2012 15:03,C,23.0
9/10/2012 16:03,C,23.5
9/10/2012 17:03,C,24.0
9/10/2012 18:03,C,24.0
9/10/2012 19:03,C,23.5
9/10/2012 20:03,C,23.0
9/10/2012 21:03,C,22.0
9/10/2012 22:03,C,21.5
9/10/2012 23:03,C,21.0
9/11/2012 0:03,C,20.5
9/11/2012 1:03,C,20.0
9/11/2012 2:03,C,19.5
9/11/2012 3:03,C,19.0
9/11/2012 4:03,C,18.5
9/11/2012 5:03,C,18.5
9/11/2012 6:03,C,18.0
9/11/2012 7:03,C,17.5
9/11/2012 8:03,C,17.5
9/11/2012 9:03,C,17.5
9/11/2012 10:03,C,18.0
9/11/2012 11:03,C,18.5
9/11/2012 12:03,C,19.0
9/11/2012 13:03,C,20.5
9/11/2012 14:03,C,22.0
9/11/2012 15:03,C,23.5
9/11/2012 16:03,C,24.5
9/11/2012 17:03,C,25.0
9/11/2012 18:03,C,25.0
9/11/2012 19:03,C,24.0
9/11/2012 20:03,C,23.0
9/11/2012 21:03,C,22.5
9/11/2012 22:03,C,22.0
9/11/2012 23:03,C,21.5
9/12/2012 0:03,C,21.0
9/12/2012 1:03,C,20.5
9/12/2012 2:03,C,20.0
9/12/2012 3:03,C,19.5
9/12/2012 4:03,C,19.5
9/12/2012 5:03,C,19.0
9/12/2012 6:03,C,18.5
9/12/2012 7:03,C,18.5
9/12/2012 8:03,C,18.0
9/12/2012 9:03,C,18.0
9/12/2012 10:03,C,18.5
9/12/2012 11:03,C,19.0
9/12/2012 12:03,C,20.0
9/12/2012 13:03,C,21.0
9/12/2012 14:03,C,22.5
9/12/2012 15:03,C,24.0
9/12/2012 16:03,C,25.0
9/12/2012 17:03,C,25.5
9/12/2012 18:03,C,25.5
9/12/2012 19:03,C,25.0
9/12/2012 20:03,C,24.5
9/12/2012 21:03,C,23.5
9/12/2012 22:03,C,23.0
9/12/2012 23:03,C,22.5
9/13/2012 0:03,C,22.0
9/13/2012 1:03,C,21.5
9/13/2012 2:03,C,21.5
9/13/2012 3:03,C,21.0
9/13/2012 4:03,C,20.5
9/13/2012 5:03,C,20.5
9/13/2012 6:03,C,20.0
9/13/2012 7:03,C,20.0
9/13/2012 8:03,C,19.5
9/13/2012 9:03,C,19.5
9/13/2012 10:03,C,20.0
9/13/2012 11:03,C,20.5
9/13/2012 12:03,C,21.0
9/13/2012 13:03,C,22.5
9/13/2012 14:03,C,23.5
9/13/2012 15:03,C,25.0
9/13/2012 16:03,C,26.0
9/13/2012 17:03,C,26.5
9/13/2012 18:03,C,26.5
9/13/2012 19:03,C,25.5
9/13/2012 20:03,C,24.5
9/13/2012 21:03,C,24.0
9/13/2012 22:03,C,23.5
9/13/2012 23:03,C,22.5
9/14/2012 0:03,C,22.0
9/14/2012 1:03,C,22.0
9/14/2012 2:03,C,21.0
9/14/2012 3:03,C,21.0
9/14/2012 4:03,C,20.5
9/14/2012 5:03,C,20.0
9/14/2012 6:03,C,19.5
9/14/2012 7:03,C,19.0
9/14/2012 8:03,C,18.5
9/14/2012 9:03,C,18.0
9/14/2012 10:03,C,17.0
9/14/2012 11:03,C,17.5
9/14/2012 12:03,C,18.0
9/14/2012 13:03,C,18.5
9/14/2012 14:03,C,20.0
9/14/2012 15:03,C,22.0
9/14/2012 16:03,C,23.5
9/14/2012 17:03,C,24.0
9/14/2012 18:03,C,24.0
9/14/2012 19:03,C,23.0
9/14/2012 20:03,C,22.5
9/14/2012 21:03,C,21.5
9/14/2012 22:03,C,21.0
9/14/2012 23:03,C,20.5
9/15/2012 0:03,C,19.5
9/15/2012 1:03,C,19.0
9/15/2012 2:03,C,18.5
9/15/2012 3:03,C,18.0
9/15/2012 4:03,C,17.5
9/15/2012 5:03,C,17.0
9/15/2012 6:03,C,16.5
9/15/2012 7:03,C,16.0
9/15/2012 8:03,C,16.0
9/15/2012 9:03,C,16.0
9/15/2012 10:03,C,16.5
9/15/2012 11:03,C,17.5
9/15/2012 12:03,C,19.0
9/15/2012 13:03,C,20.5
9/15/2012 14:03,C,21.5
9/15/2012 15:03,C,22.5
9/15/2012 16:03,C,23.5
9/15/2012 17:03,C,24.0
9/15/2012 18:03,C,24.0
9/15/2012 19:03,C,23.5
9/15/2012 20:03,C,22.5
9/15/2012 21:03,C,21.5
9/15/2012 22:03,C,21.0
9/15/2012 23:03,C,20.5
9/16/2012 0:03,C,20.0
9/16/2012 1:03,C,19.5
9/16/2012 2:03,C,19.0
9/16/2012 3:03,C,18.5
9/16/2012 4:03,C,18.0
9/16/2012 5:03,C,17.5
9/16/2012 6:03,C,17.5
9/16/2012 7:03,C,17.0
9/16/2012 8:03,C,17.0
9/16/2012 9:03,C,17.0
9/16/2012 10:03,C,17.5
9/16/2012 11:03,C,18.0
9/16/2012 12:03,C,19.0
9/16/2012 13:03,C,20.0
9/16/2012 14:03,C,21.5
9/16/2012 15:03,C,22.5
9/16/2012 16:03,C,23.5
9/16/2012 17:03,C,23.5
9/16/2012 18:03,C,23.5
9/16/2012 19:03,C,23.0
9/16/2012 20:03,C,22.0
9/16/2012 21:03,C,21.5
9/16/2012 22:03,C,21.0
9/16/2012 23:03,C,20.5
9/17/2012 0:03,C,20.0
9/17/2012 1:03,C,19.5
9/17/2012 2:03,C,19.0
9/17/2012 3:03,C,19.0
9/17/2012 4:03,C,18.5
9/17/2012 5:03,C,18.0
9/17/2012 6:03,C,18.0
9/17/2012 7:03,C,17.5
9/17/2012 8:03,C,17.5
9/17/2012 9:03,C,17.5
9/17/2012 10:03,C,17.5
9/17/2012 11:03,C,18.5
9/17/2012 12:03,C,19.5
9/17/2012 13:03,C,20.5
9/17/2012 14:03,C,21.5
9/17/2012 15:03,C,22.5
9/17/2012 16:03,C,23.0
9/17/2012 17:03,C,23.5
9/17/2012 18:03,C,23.5
9/17/2012 19:03,C,23.0
9/17/2012 20:03,C,22.0
9/17/2012 21:03,C,21.5
9/17/2012 22:03,C,21.0
9/17/2012 23:03,C,21.0
9/18/2012 0:03,C,20.5
9/18/2012 1:03,C,20.0
9/18/2012 2:03,C,20.0
9/18/2012 3:03,C,20.0
9/18/2012 4:03,C,19.5
9/18/2012 5:03,C,19.5
9/18/2012 6:03,C,19.0
9/18/2012 7:03,C,19.0
9/18/2012 8:03,C,18.5
9/18/2012 9:03,C,18.0
9/18/2012 10:03,C,17.0
9/18/2012 11:03,C,17.5
9/18/2012 12:03,C,17.5
9/18/2012 13:03,C,18.5
9/18/2012 14:03,C,20.5
9/18/2012 15:03,C,20.5
9/18/2012 16:03,C,20.5
9/18/2012 17:03,C,21.0
9/18/2012 18:03,C,20.0
9/18/2012 19:03,C,19.0
9/18/2012 20:03,C,18.0
9/18/2012 21:03,C,18.0
9/18/2012 22:03,C,16.5
9/18/2012 23:03,C,15.5
9/19/2012 0:03,C,15.0
9/19/2012 1:03,C,15.0
9/19/2012 2:03,C,14.0
9/19/2012 3:03,C,13.5
9/19/2012 4:03,C,13.5
9/19/2012 5:03,C,13.0
9/19/2012 6:03,C,12.5
9/19/2012 7:03,C,12.0
9/19/2012 8:03,C,12.0
9/19/2012 9:03,C,12.0
9/19/2012 10:03,C,13.0
9/19/2012 11:03,C,14.0
9/19/2012 12:03,C,15.0
9/19/2012 13:03,C,16.5
9/19/2012 14:03,C,17.5
9/19/2012 15:03,C,18.5
9/19/2012 16:03,C,19.5
9/19/2012 17:03,C,20.5
9/19/2012 18:03,C,20.0
9/19/2012 19:03,C,18.5
9/19/2012 20:03,C,17.5
9/19/2012 21:03,C,17.0
9/19/2012 22:03,C,16.5
9/19/2012 23:03,C,15.5
9/20/2012 0:03,C,15.0
9/20/2012 1:03,C,14.0
9/20/2012 2:03,C,14.0
9/20/2012 3:03,C,13.5
9/20/2012 4:03,C,13.5
9/20/2012 5:03,C,13.5
9/20/2012 6:03,C,13.5
9/20/2012 7:03,C,13.0
9/20/2012 8:03,C,13.0
9/20/2012 9:03,C,13.0
9/20/2012 10:03,C,13.0
9/20/2012 11:03,C,13.0
9/20/2012 12:03,C,13.5
9/20/2012 13:03,C,14.5
9/20/2012 14:03,C,16.0
9/20/2012 15:03,C,17.5
9/20/2012 16:03,C,19.0
9/20/2012 17:03,C,19.5
9/20/2012 18:03,C,19.5
9/20/2012 19:03,C,19.0
9/20/2012 20:03,C,18.5
9/20/2012 21:03,C,18.0
9/20/2012 22:03,C,17.5
9/20/2012 23:03,C,17.0
9/21/2012 0:03,C,16.5
9/21/2012 1:03,C,16.0
9/21/2012 2:03,C,15.5
9/21/2012 3:03,C,15.0
9/21/2012 4:03,C,14.5
9/21/2012 5:03,C,14.0
9/21/2012 6:03,C,14.0
9/21/2012 7:03,C,13.5
9/21/2012 8:03,C,13.5
9/21/2012 9:03,C,13.5
9/21/2012 10:03,C,14.0
9/21/2012 11:03,C,15.0
9/21/2012 12:03,C,16.5
9/21/2012 13:03,C,18.0
9/21/2012 14:03,C,19.0
9/21/2012 15:03,C,20.0
9/21/2012 16:03,C,21.0
9/21/2012 17:03,C,20.5
9/21/2012 18:03,C,20.0
9/21/2012 19:03,C,19.0
9/21/2012 20:03,C,18.0
9/21/2012 21:03,C,17.5
9/21/2012 22:03,C,16.5
9/21/2012 23:03,C,16.5
9/22/2012 0:03,C,16.0
9/22/2012 1:03,C,16.0
9/22/2012 2:03,C,15.5
9/22/2012 3:03,C,15.5
9/22/2012 4:03,C,15.5
9/22/2012 5:03,C,15.0
9/22/2012 6:03,C,14.5
9/22/2012 7:03,C,14.0
9/22/2012 8:03,C,13.5
9/22/2012 9:03,C,13.0
9/22/2012 10:03,C,13.5
9/22/2012 11:03,C,15.0
9/22/2012 12:03,C,16.5
9/22/2012 13:03,C,18.0
9/22/2012 14:03,C,18.0
9/22/2012 15:03,C,18.0
9/22/2012 16:03,C,18.5
9/22/2012 17:03,C,18.0
